instance,rohanrajpal/bert-base-codemixed-uncased-sentiment,Sangramsing/whisper-large,michaellee8/wisper-base-jwt,Geotrend/bert-base-15lang-cased,lesliejd/jt-whisper,racheltong/whisper-tiny,nbroad/mt5-base-qgen,AbhirupGhosh/opus-mt-finetuned-en-hi,S-Fry/large,Helsinki-NLP/opus-mt-iir-en,damerajee/hindi-english,nbroad/mt5-small-qgen,Varosa/mbart-many-to-many,aditii09/whisper_eng_asr,bitextor/bicleaner-ai-full-en-hi,patrol90/whisper-large,Helsinki-NLP/opus-mt-en-inc,setu4993/LEALLA-base,Areeb123/En-Hi_Translation_Model,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,monsoon-nlp/muril-adapted-local,Evan-Lin/whisper-large-v1-tw,defining/maggle,rohanrajpal/bert-base-en-hi-codemix-cased
Bharati Women Cricket Ki Captain Ko Bold Tasveer Share Karny Par Tanqeed Ka Samna.,23,25,25,24,25,25,23,26,25,42,26,23,22,25,22,25,23,21,26,23,21,25,25,23
Bina matbal ke khali politics karte ho.. Koi bhi kam Abhi bjp Jo Kar raha hai..wo sab kam Congress ka kiya dhara hai..gst se lekar Aadhar tk,55,53,53,53,53,53,42,60,53,77,60,42,43,53,43,53,58,43,60,55,42,53,53,55
"Bhaisahab, kaun si university se cricket mein PHD kiye hain aap?  #Dhoni #IndiaVsSriLanka",30,37,37,32,37,37,27,39,37,50,39,27,30,37,30,37,36,27,39,30,26,37,37,30
"Cricket News: Alfaaz Se Ziyada Kaam Bolta Hai, Kifati Bowling Ki Nayi Taarkeeh Raqam Ki Hai. SoHail TaNvir     ""A/Z"" ""BROHI""",44,57,57,47,57,57,46,59,57,70,59,46,45,57,45,57,52,44,59,44,49,57,57,44
"Phoolon ka raja gulaab , kaanto mein rehta hai . Aur bharat ka nirmata , twitter pe rehta hai  #irony",34,38,38,34,38,38,34,46,38,50,46,34,33,38,33,38,42,29,46,34,29,38,38,34
Politics sikhna Hai toh nitish Kumar ji se sikhien Kab kis taraf jana Hai unko achchi  Tarah Pata hai,31,39,39,30,39,39,27,41,39,55,41,27,28,39,28,39,38,25,41,31,27,39,39,31
Mahi mar raha hai... #INDvAUS #StarSports #cricket,18,21,21,21,21,21,13,23,21,26,23,13,16,21,16,21,22,18,23,18,19,21,21,18
"Kya ram-rahim naam ke gunde ke bhakto ko manmarji karne dena bhi vote bank ki politics nahi he, dallo chup kyu ho,jo mamta kare to rajniti.",47,53,53,48,53,53,42,58,53,74,58,42,43,53,43,53,57,40,58,47,41,53,53,47
Achha mathematics laga rhe ho ...... khelo politics jitna khelna hai..... Aur jis jis ki marni hai maar hi lo,38,35,35,41,35,35,29,42,35,57,42,29,30,35,30,35,41,36,42,38,35,35,35,38
#TripleTalaq Kutte ko agar meat nahi milta he to wo bhonkne lagta he jabke usse maloom ki bhonkne se kuchh nhi milta..To faltu mat bhonko..,53,58,58,54,58,58,50,66,58,83,66,50,47,58,47,58,63,46,66,53,50,58,58,53
"Nitish kumar ne lalu family ko bihar ki politics se 15 ya 20 saal ke liye bahar kiya tha , ab phir se yahi hone wala hai .",38,43,43,39,43,43,36,50,43,59,50,36,37,43,37,43,46,32,50,38,29,43,43,38
#LIVETweet #Bollywood #DDLJ #Love #SRK #SRKFilmFest @iamsrk @KajolAtUN @DDLJ Legen-Wait-For-It-Dary Tujhe Dekha Toh Yeh Jaana Sanam! pic.twitter.com/jbxOEjI68A,76,85,85,82,85,85,63,87,85,111,87,63,71,85,71,85,86,68,87,76,76,85,85,76
indpndnc de politics karne ka din hai na malafide speeches ka kuch to hoga us speech jo aisa hua. saal me 2 din to dash k liye chore dijiye,45,48,48,45,48,48,46,49,48,69,49,46,43,48,43,48,52,36,49,45,38,48,48,45
"Congrats ab triple talaq se desh me job milenge, bihar k badh ka pani khatam, ghorakhpur k bachhe zinda honge, or jasoda ko bhi pati milega",48,55,55,49,55,55,44,57,55,72,57,44,45,55,45,55,56,42,57,48,42,55,55,48
jhooth aur fareb ki buniyaad par toote rishto'n ka vastaa ek khaalis bollywood wala hi de sakta hai.,35,38,38,35,38,38,31,42,38,55,42,31,30,38,30,38,43,27,42,35,29,38,38,35
Poetry tak Aap achay Ho baaki politics main na jaaen To acha hai,18,22,22,18,22,22,20,24,22,34,24,20,18,22,18,22,24,17,24,18,15,22,22,18
"Ye mandir ke topic pe baat kar rahe hain. Inse 3 talaq pe poocho jara. Ghar me kitne Triple Talaq hue, kitni baar Halala hua ? Poora detail",48,53,53,47,53,53,46,54,53,72,54,46,43,53,43,53,54,41,54,48,39,53,53,48
Abadhuves badhal kuran mi ulhevenee meehaa. Badhal kuranvee usool thah. Hama thah. Value based politics nethiyyaa mi aniyaa thakuraar vaane!,48,56,56,48,56,56,49,60,56,77,60,49,48,56,48,56,58,41,60,48,43,56,56,48
"Cricket FAN hone ke nate mai chahta hu ki aur ground me barish na ho, Aur pura match humlogo ko dekhne ko mile, #SLvIND #RainingSriLanka",40,47,47,45,47,47,40,58,47,68,58,40,43,47,43,47,53,41,58,40,41,47,47,40
"Sala 100 log Mar gye 3 saal me tumhaare #Politics k chutzpah se,sharm kr bhag ja #HaryanaCM  haramkhor @mlkhattar ,wt u say @narendramodi",52,61,61,53,61,61,49,64,61,75,64,49,50,61,50,61,60,43,64,52,46,61,61,52
Bus 11 hi hain aur 4 log zyadha honge galli cricket khelne. #AussieSabJaantaHaipic.twitter.com/xuSNOGV4QK,41,48,48,46,48,48,38,52,48,64,52,38,40,48,40,48,51,39,52,41,42,48,48,41
Wow...glad to see #BJP walo ko #TripleTalaq ke siwa v kuch trend karne ko mila.    #Congrats_Mayor_PreetyAgarwalpic.twitter.com/4GyPKcROwd,58,67,67,61,67,67,48,71,67,84,71,48,51,67,51,67,64,48,71,58,54,67,67,58
Koi bhi faaltu film bana lo aur 50 crore kama lo...  #Bollywood #Chef,25,27,27,23,27,27,17,27,27,37,27,17,19,27,19,27,29,19,27,25,21,27,27,25
"Koi h aisa Bollywood me jisme tumko achhae Zara v dikhta ho. Q ki avi Tak to mujhe Nazar Nahi aaya, Sab ki tum burae hi Karte ho.!!",54,56,56,51,56,56,46,60,56,73,60,46,41,56,41,56,58,41,60,54,46,56,56,54
5 saal baad bhi yahi hall rehega. Ye cricket nahi kursi ke liye log apna pura dum laga dete hai. Sayad yogi ji se kuch ho aisa umeed hai.,47,51,51,47,51,51,44,59,51,71,59,44,41,51,41,51,59,39,59,47,36,51,51,47
But govt banned this.c.govt triple talaq ban kar ne se. Allah ki nazar talaq ni ban hota. Talaq hojata hi.agr talaq hone ke badh b miya bibi,50,61,61,49,61,61,43,60,61,80,60,43,49,61,49,61,57,43,60,50,43,61,61,50
"BIJ won by 1 run. BLB 64/2 (9 ov).Summary: Dikshanshu 36(28), M Vishwanathan 35(24). V Koushik 2/23, Pranav Bhatia 2/25. #BIJvBLB #Cricket",62,67,67,66,67,67,49,69,67,85,69,49,59,67,59,67,68,60,69,62,65,67,67,62
"KRK,TRIPLE TALAQ ME TU BOLTA THA KI HINDUBHAI LOG BAHUT KHUSH HO RAHE HO?ABE GADHE TU RAMRAHI KI SAJA PE TU ITNA KYU KHUSH HO RAHA HAI?",50,66,66,76,66,66,53,81,66,104,81,53,57,66,57,66,79,55,81,50,76,66,66,50
"Koi bhi insaan apne logo ko hi bolta hai, jaise Apne Maa baap, thik waise hi Mamta ji ne kiya hai. Aur rahi baat politics ki to pahle insaan",48,53,53,48,53,53,43,61,53,78,61,43,43,53,43,53,60,43,61,48,37,53,53,48
Nepal ko cricket game ko upalaabdi dekhera sarai aananda aayo bhanaya,21,25,25,20,25,25,18,24,25,34,24,18,20,25,20,25,23,17,24,21,20,25,25,21
Oh triple talaq ham log to pehle se hi triple talaq ko bura mante he,21,33,33,20,33,33,17,24,33,37,24,17,19,33,19,33,22,19,24,21,18,33,33,21
kuchh aur likh le yaar bahut news hain Bollywood me. Saale khaan ke naukar,26,28,28,23,28,28,21,31,28,38,31,21,21,28,21,28,30,22,31,26,19,28,28,26
Politics me bayano ka koi mahtv nhi hota Lalu g. Bacchho Jaisi bate Mt kre. Aage ki bitiya change kriye. Parivar k liye Desh k liye soche,51,55,55,51,55,55,46,53,55,69,53,46,43,55,43,55,54,41,53,51,45,55,55,51
Rahul Gandhi tu ek Majak banke reh gya hai...desh k liy....kahin job krle politics se aacha..,38,32,32,37,32,32,32,37,32,49,37,32,30,32,30,32,36,34,37,38,33,32,32,38
Aap ko to bas tweet krna hai aur logo ko darana hai kam se kam politics ke bajaye asliyat logo ko bataya kriye.,32,38,38,32,38,38,31,45,38,59,45,31,31,38,31,38,43,30,45,32,31,38,38,32
"Due To Rain #3rD_ODI #IND_v_SL #SL_192/7 #OvEr_47, Siriwardana_21* Chameera_1* + #J_BUMRAH ----- + #INDvSL #Cricket + #SAEED_KHAN",62,71,71,73,71,71,55,78,71,92,78,55,63,71,63,71,72,66,78,62,71,71,71,62
UAE se paise liye honge haarne ko..wahi ek country hai jo inhe paise deta hai....Terrorism aur cricket dono ke liye. Bheekh bhi wahin ki hai,48,49,49,48,49,49,45,59,49,74,59,45,45,49,45,49,57,43,59,48,41,49,49,48
Sheher ki diwarein mardana kamzori se rangi hai aur log kehte hai ki aurat kamzor hai. #sarcasm,29,34,34,30,34,34,30,45,34,50,45,30,30,34,30,34,42,27,45,29,30,34,34,29
@imVkohli bhai ye baba rahim ki video viral ho rhi h kya aap bhi isske bhakt ho or cricket sikhane me bhi inka yogdan rha tha #BabaRamRahim,52,54,54,53,54,54,41,58,54,79,58,41,46,54,46,54,58,44,58,52,44,54,54,52
"@narendramodi sir, jaise #TripleTalaq women k agnst tha, wse hi Sec 377 (IPC) v kisi samuday k khilaf hai. Ab sari umiden aap se hi h #LGBT",54,62,62,53,62,62,47,67,62,82,67,47,49,62,49,62,62,46,67,54,49,62,62,54
Ham balocho ko smaj aa gye k pak Army hi ha jo is mulk k liye kuch kr rhi ha baki ye politics waly to bas pait bar kr bhar,42,44,44,42,44,44,40,49,44,66,49,40,41,44,41,44,50,36,49,42,41,44,44,42
"abay gaandu, Triple Talaq ki behas 80 saal puraani hai, modi tabhi paida bhi nahi hua thaa. aur sun, Modi toh khud mulla hai ghanchi mulla.",48,58,58,49,58,58,45,61,58,74,61,45,43,58,43,58,61,41,61,48,40,58,58,48
Mai @ArvindKejriwal  Dharm Ki politics nahi karta hu...  Kuchh to sharm Karo... @abpnewshindi @ZeeNewsHindi @BJP4India @OfficeOfRGpic.twitter.com/X2EXryrRWN,62,73,73,72,73,73,52,76,73,91,76,52,56,73,56,73,68,58,76,62,63,73,73,62
#TalaqnewLaw  agar congress triple talaq ka virodh kr rahe  hai to kapil sibbal kyu nahi ye case chod rahe  hai...,40,48,48,41,48,48,31,43,48,59,43,31,33,48,33,48,43,36,43,40,34,48,48,40
badh ki halt gambhir h ye politics choriyee  badh pirito ki madad kigiyee bayann bagi bad me so.....,35,35,35,36,35,35,26,41,35,58,41,26,32,35,32,35,37,34,41,35,30,35,35,35
Shraddha to sati pratha mein bhi thi.. Galat tha same with triple talaq.. Galat hai..,29,37,37,30,37,37,25,34,37,44,34,25,27,37,27,37,34,27,34,29,26,37,37,29
"WICKET - Nidhish M c Anirudha Joshi b Pradeep T 46(36) Bijapur Bulls 103/7 (16.4), Bijapur Bulls need 59 in 20 balls  #NSvBIJ #Cricket",50,59,59,54,59,59,45,55,59,78,55,45,52,59,52,59,55,47,55,50,45,59,59,50
Deshbhaki Ok desh bhakti ka sara jimma to apne le rkkha h na...triple talaq khtm krne se uniform a jayega na grt jai hoo ap logo ki,51,56,56,51,56,56,45,61,56,72,61,45,44,56,44,56,55,44,61,51,42,56,56,51
@anjanaomkashyap triple talaq par bahut debate Kiya aapne ab Rape jo Horsham hi uspar v debate karlen Kab or kis waqt pls mention,39,51,51,42,51,51,41,49,51,73,49,41,37,51,37,51,49,37,49,39,39,51,51,39
"English language padhna tha, aur hum English subject padh kar bade hogaye!  #irony",25,26,26,23,26,26,19,23,26,47,23,19,20,26,20,26,24,19,23,25,19,26,26,25
@myogiadityanath @SushmaSwaraj triple talaq mahilao ka hanan hai.. to aarkshan kya gatib genral cast k liye vardan hai.jawab dijiye sarkar?,49,60,60,50,60,60,47,63,60,74,63,47,48,60,48,60,61,45,63,49,43,60,60,49
Yahi cheez sambit patra ko bolo wo pese se DR. Hai wo chutiya politics kyu karta h,26,28,28,26,28,28,23,35,28,43,35,23,24,28,24,28,32,22,35,26,24,28,28,26
@BeWithRG Rahul gandhi ko politics karni arti hai h j n u mei desh virodhi naare lug rahe the wo gadha desh virodhiyo ke paksh mei hi bolta,48,55,55,49,55,55,48,55,55,76,55,48,44,55,44,55,55,42,55,48,41,55,55,48
Kyun jab tumahra baap gow Mata triple Talaq aur Pata nai kya kya karta hai is main kya hai,31,39,39,31,39,39,24,38,39,47,38,24,25,39,25,39,38,24,38,31,25,39,39,31
"bro me ye bacho ki tarah 2k11 se cricket nai dekh raha..bhout saalo se cricket follow kar raha hu,kisi ke liye josh me aake kuch nai karta",47,51,51,47,51,51,46,60,51,74,60,46,45,51,45,51,56,40,60,47,39,51,51,47
FIR CHALI AYIE TRIPLE TALAQ KI DEBATE BHAKT CHANNELS PER 42 BACHE UP ME MARE KISI KO KOI DIKKAT NAHI,30,48,48,49,48,48,36,54,48,73,54,36,35,48,35,48,52,34,54,30,50,48,48,30
Sirf @BJP4India apni politics chamkane k liye itni bheed jama karli..... Magar dhau ulta pad gaya..... Lene k dene pad gae,52,48,48,54,48,48,39,55,48,67,55,39,42,48,42,48,53,42,55,52,45,48,48,52
ham log sirf khel dekte hai madile nahi  cricket kha ka bhi ho lekin wo yese hi itna fames nahi hai kuch too bat hai,37,41,41,37,41,41,33,43,41,57,43,33,33,41,33,41,42,30,43,37,30,41,41,37
Triple talaq islam k tarik se se sahi hai lekin jo aaj k log phone pe whatsapp me talaq dere hai unka hisab hoga baadme vo bilkul galat hai,45,53,53,45,53,53,41,59,53,77,59,41,39,53,39,53,56,39,59,45,36,53,53,45
"Koyla shree shant ho jaiya, muza pata hai aapki halat kharab hai ki mera politics career ka kya hoga,'janta ka reporter' mai vacancy hai :-)",48,49,49,48,49,49,40,59,49,77,59,40,41,49,41,49,57,43,59,48,42,49,49,48
Karachi ki govt loot maar ke khilaf kiya ker rahi hai. cricket khel rahi hai,25,26,26,24,26,26,21,33,26,39,33,21,22,26,22,26,30,19,33,25,20,26,26,25
@bollywood_life toh nachu chutiye,13,15,15,13,15,15,8,13,15,21,13,8,10,15,10,15,13,9,13,13,10,15,15,13
Raashi Khanna   #Imagestown #Bollywood #actorslife #actresslife #celeb #celebs #celebrationoflife #celebrity #celebrities #girls #girlfaspic.twitter.com/JgriAwKxFS,51,66,66,50,66,66,47,69,66,101,69,47,58,66,58,66,66,46,69,51,47,66,66,51
Mehadipattnam aaja. Virodhi apan politics me hain. Jab digvijay ko de skta hai to mujhe v deta ja.,35,39,39,35,39,39,33,44,39,56,44,33,34,39,34,39,43,33,44,35,31,39,39,35
Baap badalna tumhara kaam hai.. Ye tweet krte krte Kahi teri ammy ko #TripleTalaq n de diya ho tera baap Ek baap yaha v h tera..aa jao kol.,54,61,61,55,61,61,53,69,61,79,69,53,50,61,50,61,66,49,69,54,47,61,61,54
Chutiye apne kam kbhi nhi bhulte hai hmesa kr hi dete hai #politics keep it up,26,29,29,26,29,29,23,35,29,45,35,23,23,29,23,29,36,22,35,26,25,29,29,26
Are Bijnore me Rozedaar Muslim mahila ke saath rape hua..Uspe debate nhii kroge...triple Talaq pr to tumse bada hamdard nhii dekha#soldmedia,48,54,54,49,54,54,48,60,54,76,60,48,46,54,46,54,57,44,60,48,46,54,54,48
Publicity stunt...Hindu dharm ko bachane ke liye kuch karte nahi bas dikhawe ki politics karte hain,33,36,36,32,36,36,26,35,36,49,35,26,27,36,27,36,35,24,35,33,23,36,36,33
@chanchalwrites kuch aaptards dusro ki autkat puch rahe YY PB pr sawal karne pr khud Arvind ji pr sawal utha rahe hai.. #irony,46,48,48,45,48,48,43,59,48,69,59,43,43,48,43,48,55,42,59,46,43,48,48,46
yeh apni ma aur behen ko chod dete hain..ye kyu khadenge Modi ji ke saath against triple talaq aur halala ke liye ? Inko variety chahiye yar,47,51,51,48,51,51,44,57,51,68,57,44,39,51,39,51,55,42,57,47,39,51,51,47
Rahul Bhai kuch logon ko politics virasat me Mili h... Unke liye raasta easy ho jata h Chalane ke liye.... Mauka Hume b do..,48,44,44,47,44,44,40,47,44,63,47,40,39,44,39,44,45,40,47,48,40,44,44,48
"""Ek se bhale do, do se bhale teen aur teen se bhale cricket ki family ek Saath."" Something never changed!  #IndvsSL #MSDhoni #MSD @msdhonipic.twitter.com/rar2AOoHXQ",59,65,65,63,65,65,58,76,65,94,76,58,59,65,59,65,68,55,76,59,59,65,65,59
PUTEECHAR ZANI DEKH CRICKET KANJAR KEE AULAD ZANI,16,27,27,27,27,27,16,28,27,36,28,16,19,27,19,27,26,19,28,16,27,27,27,16
#CricKeT_News : - Bharati Women Cricket Ki Captain Ko Bold Tasveer Share Karny Par Tanqeed Ka Samna.,29,33,33,34,33,33,34,38,33,53,38,34,31,33,31,33,35,31,38,29,31,33,33,29
Sir modiji ko bolo kuch kare khatter sahab ka..vote bank ki politics sahi nahi hai @ZeeNewsHindi @sardanarohit,34,39,39,37,39,39,28,46,39,57,46,28,34,39,34,39,44,32,46,34,31,39,39,34
Fatwa lag jata agar gareeb ladki hoti ho.. choice ki to baat mat kr.. triple talaq aur halala kisi bhi ladki ki choice nhi ho sakti..,47,52,52,47,52,52,41,55,52,75,55,41,43,52,43,52,52,41,55,47,40,52,52,47
Janta Halala or Triple Talaq wale ko v dhundh rhi h to tm phle apni khayal kro..katwe kahi k,37,40,40,37,40,40,32,42,40,50,42,32,33,40,33,40,41,32,42,37,32,40,40,37
Triple talaq ki abadi tum Jaisinki den jain.. izzat karna seekho sabki.. wahabi,29,33,33,30,33,33,25,35,33,46,35,25,27,33,27,33,34,25,35,29,24,33,33,29
"Zyan, Ab Pooja, Namaaz, Gurbani, Prayer aur politics sath sath hogi.Ab Banega Akhand Bharat.Jai Shri Ram bhi hoga aur Ya Ilaha Illillah bhi",51,52,52,50,52,52,44,60,52,74,60,44,44,52,44,52,54,42,60,51,42,52,52,51
"""Aur Filme dekhne se Dil Kharab hota hai"" ;) Waise hi Bollywood ne Ashlilta ki hadhe pasr kar di hai ;)",36,39,39,34,39,39,30,46,39,59,46,30,31,39,31,39,43,33,46,36,34,39,39,36
Har cheez ko party politics ki lens se dekhna shayad aapki aadat ban gayi hai kuch cheezen logon ki nazron se bhi dekhne ki koshish kariye,44,49,49,44,49,49,38,57,49,77,57,38,41,49,41,49,50,38,57,44,33,49,49,44
Triple talaq pr faisla tumhare against aane do...apna asli rang to tum bhi dimhaoge phir miya,33,39,39,33,39,39,29,35,39,45,35,29,29,39,29,39,35,28,35,33,27,39,39,33
Gutkha khane waale baba siddhanton ki baat karte hain #irony @yadavtejashwi #LaluPrasadYadav #Lalu,35,44,44,39,44,44,33,50,44,57,50,33,34,44,34,44,47,32,50,35,32,44,44,35
#Irony: Pran ka pran chala gaya.. RIP Sher Khan!,20,21,21,21,21,21,16,21,21,25,21,16,18,21,18,21,21,16,21,20,17,21,21,20
Mujhe Lagta hai modi Ji ke saare ministers ko bollywood mein lateral entry milni chahiye saare ke saare acche kalakaar hai pic.twitter.com/n5wTcmAogc,52,52,52,52,52,52,45,60,52,81,60,45,46,52,46,52,59,43,60,52,39,52,52,52
Uniform Civil Code agar chaiye to triple talaq ko khatm karna hoga aur inn nakli islamists ko mahilayon ka samman kaise kiya jata h batana h,41,53,53,42,53,53,36,49,53,70,49,36,37,53,37,53,49,36,49,41,32,53,53,41
Sympathy n Politics ye do alag-alag rastey hain jo kabhi mil nahi skate!,24,27,27,24,27,27,21,31,27,39,31,21,23,27,23,27,30,22,31,24,20,27,27,24
Rohit sardana ji  tiranga fahrane mai v agar politics hai to desh  pakistan ki tarah hone mai jada time nahi hai,32,41,41,33,41,41,27,43,41,51,43,27,31,41,31,41,41,26,43,32,26,41,41,32
I can see u r weak in maths..aap ne giri huyi rajniti ginayi abhi tk jo casteism wali hai..koi bat ni bhajpa ka ye job hi hai caste politics,52,50,50,52,50,50,51,60,50,83,60,51,51,50,51,50,61,42,60,52,43,50,50,52
"Modi Ji Se Chhoti Si Delhi Nahi Sambhal Rahi..  DESH Kya Sambhalege??  Please stop lynching politics sir, Otherwise resign!!",42,39,39,42,39,39,33,43,39,66,43,33,34,39,34,39,39,35,43,42,38,39,39,42
Is desh m beimano kI politics ki vajah se gareebi aur bhrashtachar h,22,27,27,23,27,27,20,30,27,38,30,20,22,27,22,27,27,21,30,22,18,27,27,22
Are chadha Punjab result ke Baad politics chhod rahe the. Wapas aa Gaye besharmo ki tarah.,29,33,33,28,33,33,30,36,33,48,36,30,28,33,28,33,34,26,36,29,25,33,33,29
@jalanjalans  Baaki Parties Jo itna b Nahi Karti.. Unke 80%Fund ka to Pata Hi Nahi ke Kaha Se Ayaa.. Wo log AAP ko Quest kar rahe hai #Irony,48,56,56,52,56,56,48,59,56,75,59,48,49,56,49,56,59,44,59,48,50,56,56,48
BJP ke leaders ka muh  kyun band hai koi kuch bolta  kyun nahi triple talaq pe to bahut Mubarak de rahe the un  ladkiyun ko,42,52,52,42,52,52,34,47,52,64,47,34,32,52,32,52,43,33,47,42,31,52,52,42
Yaar tu politics logo ke lie join Kia Ya modi ke lie ye Bata De tujhe Teri maa ki kasam,27,31,31,27,31,31,22,32,31,41,32,22,23,31,23,31,33,23,32,27,25,31,31,27
Aj Pakistan Ki Jeet Se Zyada Cricket Ki Jeet Hui Hai...  #CricketComesHome #PAKvsWorldXI #CricketKiHalalala,33,43,43,40,43,43,31,45,43,59,45,31,34,43,34,43,45,35,45,33,41,43,43,33
stop this politics.. baar bachon ki maut ko rusva mat karo. tum kahan the jab 2016 mein delhi mein dengu se 50 se jyada log mare the?????,45,48,48,45,48,48,38,56,48,74,56,38,39,48,39,48,52,41,56,45,40,48,48,45
aap log ke liye sirf politics mudda hota hai kya,16,17,17,16,17,17,12,17,17,25,17,12,13,17,13,17,17,13,17,16,10,17,17,16
Ji. Aur tum pakke wahabi. Afwah failaoge aur hindu chup rahega?Tum dalit hinduo ki chinta na karo. Shia aur triple talaq halala par dhyan do,51,56,56,51,56,56,44,62,56,78,62,44,45,56,45,56,59,41,62,51,42,56,56,51
Kuch bhee ho sakta hai! Politics me.,12,13,13,12,13,13,11,14,13,20,14,11,11,13,11,13,14,11,14,12,12,13,13,12
"Din Mazdooron ka,  Chutti Ameeron ki.  #Irony #LaborsDay",19,26,26,21,26,26,18,25,26,31,25,18,20,26,20,26,24,20,25,19,22,26,26,19
"Tej ji, unka kya ji ish moke pr bhi politics  nahi bhulte. kamzor ko maaro or Don banjaao. hospitals mi staff bura saluk krta hai, kuch nahi",45,52,52,46,52,52,43,57,52,80,57,43,44,52,44,52,56,39,57,45,40,52,52,45
Ayega ayega unka bhi time ayega abhi abhi #TripleTalaq pe troll hue hain,25,31,31,26,31,31,20,30,31,39,30,20,23,31,23,31,29,23,30,25,22,31,31,25
@OmarAbdullah#TeenTalaqJindabad#HameChaie#TripleTalaqKAzadiwaleBabuisekahteHain #womenpower #womenempowerment #WomensEqualityDaypic.twitter.com/Njlam50Ni3,56,71,71,67,71,71,53,74,71,97,74,53,63,71,63,71,70,63,74,56,65,71,71,56
Tum to ho hi dalle. Ukhad kuch pate nahi. Tu aur tera mai-baap kejruddin ke bas ka kuch nahi hai. Tu to triple talaq par focus kar,42,54,54,43,54,54,37,55,54,64,55,37,38,54,38,54,55,37,55,42,41,54,54,42
#Bollywood ki jai.#indiapic.twitter.com/nSuPZGI74M,25,26,26,25,26,26,19,27,26,36,27,19,22,26,22,26,26,21,27,25,22,26,26,25
Saare din modi modi japti rehti hai..triple talaq ki left over how kya..sapne me in bhi modi hi aata hoga..@narendramodi,42,51,51,42,51,51,39,53,51,67,53,39,39,51,39,51,52,38,53,42,37,51,51,42
Mere ek comment ne in Jihadiyo ki itni sulga dee socho triple talaq ban hone se kaise sulag rahi hogi in ki?,34,42,42,35,42,42,33,41,42,58,41,33,33,42,33,42,38,31,41,34,31,42,42,34
"U lost the case  of triple talaq ,  Tum toh bolne ke laayak he nahi hi",22,33,33,22,33,33,20,26,33,34,26,20,21,33,21,33,25,19,26,22,19,33,33,22
Kismat kab palti maare Bollywood me koi nahi jaanta..isiliye kisi ko chota nahi samjhana chahiye...,37,38,38,35,38,38,28,43,38,51,43,28,27,38,27,38,43,30,43,37,29,38,38,37
Hindu muslim se upar utho . H&M sirf politics ka khel hai for vote . Baaki har kisi ko bas 2 waqt ki roti and sakoon chaiye life mein,44,47,47,43,47,47,40,53,47,74,53,40,41,47,41,47,50,37,53,44,37,47,47,44
Sir ji fatti kisi ki kisi nhi bus ye politics he kuch asi chej h. Aap log agar mil kr rahogey to kya ni kr sakte. Is tuchi sarkar ko kthm k,48,53,53,49,53,53,42,60,53,77,60,42,41,53,41,53,60,41,60,48,45,53,53,48
Wo issliye kyunki Tustikaran aur vote bank ki politics Political will power par haavi thi abtak,23,28,28,24,28,28,24,33,28,49,33,24,25,28,25,28,31,23,33,23,25,28,28,23
Abhi tak rohtak.  Aur  khanpur ke p g I main Jan aushdhi nahi khul paiye politics ke chalte  Kam se Kam red cross sanstha ko bol do open kar,40,50,50,42,50,50,39,57,50,68,57,39,39,50,39,50,52,39,57,40,40,50,50,40
Gew serajul-haq sahib 100 sal gew aaj aap nay JI ko aik nai liberal soch dee cricket ko halal game man Kar qabool Kar k JI ke old policy rad,44,46,46,46,46,46,43,56,46,71,56,43,40,46,40,46,53,38,56,44,44,46,46,44
"Mamta ki mamta khatam ho chuki hai vote bank ke chakkar mai.wo bhool gyi hai ki politics ka tarika badal chuka hai,people are more aware now",43,45,45,43,45,45,40,55,45,74,55,40,40,45,40,45,52,38,55,43,37,45,45,43
#IndvsPak   Ye trend dono deshon ko match k pehle jitna kareeb lata hai Match k baad utna hi door kar deta hai  #irony @sardanarohit,41,52,52,43,52,52,39,55,52,68,55,39,41,52,41,52,55,38,55,41,38,52,52,41
Are Rohitji triple talaq k alawa bhi news hoti h k tumhe manahi h?,24,31,31,25,31,31,21,27,31,35,27,21,22,31,22,31,26,21,27,24,20,31,31,24
Sitaram Panchal Dukho se door sukh ki aur chal diye... Kalakaar kabhi mara nahi karte. #actor #bollywood,36,37,37,36,37,37,26,41,37,52,41,26,29,37,29,37,40,31,41,36,27,37,37,36
Infinite Kaka kyoki ab To #TripleTalaq PE ban Hai Na. Jitna chahe RAHO #liveinrelation me,29,37,37,30,37,37,29,38,37,46,38,29,30,37,30,37,37,28,38,29,30,37,37,29
Dheke hi bola re bache..Sabko patha triple talaq ke baare mein.khud ke behen se shaadi karthe ho.tumare shahid afridi bi waisa hi kiya shadi,51,57,57,52,57,57,45,62,57,80,62,45,47,57,47,57,60,47,62,51,43,57,57,51
"Swachh (sweep), Bharat.  In Sri Lanka. #Cricket",21,21,21,19,21,21,15,20,21,27,20,15,18,21,18,21,17,15,20,21,15,21,21,21
International Cricket Kabhi Pakistan Bhi Ayega Ya Hamesha Pakistan ke Dil se Hokar Hi Jata Rahega?,29,29,29,27,29,29,23,31,29,45,31,23,22,29,22,29,26,25,31,29,25,29,29,29
Wo koi niazi to nhi the jo siyasat ko bhi cricket samajh bheta hai,23,26,26,23,26,26,18,29,26,36,29,18,19,26,19,26,29,18,29,23,18,26,26,23
